Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
534,Nuno da Costa,cv CPV,FW,Strasbourg,fr Ligue 1,27,22.8,8,45,17,37.8,1.97,0.75,0.16,0.41,17.1,0,1,1,5.4,4.7,0.10,+2.6,+2.3
535,David Costas,es ESP,DF,Celta Vigo,es La Liga,23,13.0,0,2,1,50.0,0.15,0.08,0.00,0.00,9.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2
536,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,31,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
537,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,26,19.5,8,55,17,30.9,2.83,0.87,0.13,0.41,13.3,0,1,1,9.5,8.7,0.16,-1.5,-1.7
538,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,23,4.6,1,2,1,50.0,0.44,0.22,0.50,1.00,10.7,0,0,0,0.2,0.2,0.11,+0.8,+0.8
539,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,26,27.0,0,1,0,0.0,0.04,0.00,0.00,,11.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
540,Philippe Coutinho,br BRA,"FW,MF",Barcelona,es La Liga,26,22.4,5,68,31,45.6,3.03,1.38,0.07,0.16,20.0,3,0,0,7.4,7.4,0.11,-2.4,-2.4
541,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,19,10.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
542,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,24,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
543,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,28,17.7,0,11,0,0.0,0.62,0.00,0.00,,22.6,2,0,0,0.5,0.5,0.04,-0.5,-0.5
544,Domenico Criscito,it ITA,DF,Genoa,it Serie A,31,34.1,2,30,5,16.7,0.88,0.15,0.03,0.20,28.3,5,1,1,1.8,1.1,0.04,+0.2,-0.1
545,Lorenzo Crisetig,it ITA,MF,Frosinone,it Serie A,25,5.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
546,Bryan Cristante,it ITA,MF,Roma,it Serie A,23,26.9,4,43,10,23.3,1.60,0.37,0.09,0.40,17.3,0,0,0,3.8,3.8,0.09,+0.2,+0.2
547,Sebastián Cristóforo,uy URU,MF,Getafe,es La Liga,24,5.0,0,1,1,100.0,0.20,0.20,0.00,0.00,18.7,0,0,0,0.0,0.0,0.03,0.0,0.0
548,Enzo Crivelli,fr FRA,FW,Caen,fr Ligue 1,23,25.1,6,21,10,47.6,0.84,0.40,0.29,0.60,11.3,0,0,0,5.1,5.1,0.24,+0.9,+0.9
549,Peter Crouch,eng ENG,FW,Burnley,eng Premier League,37,1.0,0,5,1,20.0,4.89,0.98,0.00,0.00,10.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6
550,Alessio da Cruz,cv CPV,"FW,MF",Parma,it Serie A,21,1.6,0,1,0,0.0,0.62,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
551,Juan Cuadrado,co COL,"MF,DF",Juventus,it Serie A,30,13.6,1,17,3,17.6,1.25,0.22,0.06,0.33,21.4,0,0,0,1.6,1.6,0.09,-0.6,-0.6
552,Cucho,co COL,FW,Huesca,es La Liga,19,23.9,4,78,22,28.2,3.27,0.92,0.03,0.09,17.0,4,2,2,10.8,9.2,0.12,-6.8,-7.2
553,Marc Cucurella,es ESP,"MF,FW",Eibar,es La Liga,20,26.2,1,22,2,9.1,0.84,0.08,0.05,0.50,15.9,0,0,0,2.0,2.0,0.09,-1.0,-1.0
554,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,34,33.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
555,Mickaël Cuisance,fr FRA,MF,M'Gladbach,de Bundesliga,18,3.1,0,8,1,12.5,2.58,0.32,0.00,0.00,22.0,1,0,0,0.4,0.4,0.06,-0.4,-0.4
556,Matheus Cunha,br BRA,"FW,MF",RB Leipzig,de Bundesliga,19,9.5,2,34,10,29.4,3.59,1.06,0.06,0.20,17.4,0,0,0,4.2,4.2,0.12,-2.2,-2.2
557,Greg Cunningham,ie IRL,DF,Cardiff City,eng Premier League,27,7.0,0,2,1,50.0,0.29,0.14,0.00,0.00,18.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
558,Patrick Cutrone,it ITA,FW,Milan,it Serie A,20,16.2,3,34,14,41.2,2.10,0.86,0.09,0.21,15.7,0,0,0,3.0,3.0,0.09,0.0,0.0
559,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,23,26.2,4,51,19,37.3,1.94,0.72,0.06,0.16,27.7,17,1,2,5.2,3.6,0.07,-1.2,-0.6
560,Marco D'Alessandro,it ITA,DF,Udinese,it Serie A,27,16.6,0,11,2,18.2,0.66,0.12,0.00,0.00,19.1,0,0,0,1.1,1.0,0.09,-1.1,-1.0
561,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,29,28.7,2,16,5,31.3,0.56,0.17,0.13,0.40,10.4,0,0,0,2.6,2.6,0.16,-0.6,-0.6
562,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,30,31.9,2,14,3,21.4,0.44,0.09,0.14,0.67,9.7,0,0,0,2.1,2.1,0.15,-0.1,-0.1
563,Kouadio-Yves Dabila,ci CIV,DF,Lille,fr Ligue 1,21,8.7,0,2,0,0.0,0.23,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
564,Abdoulaye Dabo,fr FRA,FW,Nantes,fr Ligue 1,17,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
565,Bryan Dabo,bf BFA,"MF,DF",Fiorentina,it Serie A,26,9.2,1,9,4,44.4,0.97,0.43,0.11,0.25,19.7,0,0,0,1.0,1.0,0.11,0.0,0.0
566,Christoph Daferner,de GER,FW,Freiburg,de Bundesliga,20,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
567,Colin Dagba,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,19,10.2,0,3,2,66.7,0.29,0.20,0.00,0.00,23.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
568,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,22,7.7,1,11,2,18.2,1.42,0.26,0.09,0.50,23.7,0,0,0,1.2,1.2,0.11,-0.2,-0.2
569,Leon Dajaku,de GER,"DF,MF",Stuttgart,de Bundesliga,17,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
570,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,34,26.2,3,14,8,57.1,0.53,0.30,0.21,0.38,8.9,0,0,0,2.6,2.6,0.19,+0.4,+0.4
571,Nicola Dalmonte,it ITA,"FW,MF",Genoa,it Serie A,20,0.5,0,3,0,0.0,6.14,0.00,0.00,,14.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
572,Diogo Dalot,pt POR,"DF,FW",Manchester Utd,eng Premier League,19,11.3,0,15,0,0.0,1.33,0.00,0.00,,24.3,0,0,0,0.7,0.7,0.05,-0.7,-0.7
573,Matty Daly,eng ENG,MF,Huddersfield,eng Premier League,17,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
574,Vitalie Damașcan,md MDA,MF,Torino,it Serie A,19,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
575,Loïc Damour,fr FRA,MF,Cardiff City,eng Premier League,27,0.3,0,1,0,0.0,3.91,0.00,0.00,,27.4,0,0,0,0.0,0.0,0.03,0.0,0.0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
576,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,31,17.6,1,12,3,25.0,0.68,0.17,0.08,0.33,20.0,0,0,0,0.4,0.4,0.04,+0.6,+0.6
577,Danilo,br BRA,DF,Manchester City,eng Premier League,27,9.0,1,14,3,21.4,1.56,0.33,0.07,0.33,25.3,0,0,0,0.4,0.4,0.03,+0.6,+0.6
578,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,31,7.4,0,6,1,16.7,0.81,0.14,0.00,0.00,12.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
579,Kevin Danso,at AUT,DF,Augsburg,de Bundesliga,19,13.9,1,10,5,50.0,0.72,0.36,0.10,0.20,13.1,0,0,0,0.5,0.5,0.05,+0.5,+0.5
580,Dante,br BRA,DF,Nice,fr Ligue 1,34,35.8,1,21,3,14.3,0.59,0.08,0.05,0.33,11.1,0,0,0,1.8,1.8,0.08,-0.8,-0.8
581,Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,de Bundesliga,19,1.3,0,1,0,0.0,0.80,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
582,Sergi Darder,es ESP,MF,Espanyol,es La Liga,24,30.1,4,55,16,29.1,1.83,0.53,0.07,0.25,23.5,1,0,0,2.9,2.9,0.05,+1.1,+1.1
583,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,27,4.2,0,9,4,44.4,2.15,0.96,0.00,0.00,18.4,0,0,0,1.0,1.0,0.11,-1.0,-1.0
584,Matteo Darmian,it ITA,DF,Manchester Utd,eng Premier League,28,4.9,0,1,1,100.0,0.20,0.20,0.00,0.00,25.1,0,0,0,0.0,0.0,0.03,0.0,0.0
585,Alphonso Davies,ca CAN,"MF,FW",Bayern Munich,de Bundesliga,17,0.9,1,2,1,50.0,2.25,1.13,0.50,1.00,19.0,0,0,0,0.1,0.1,0.06,+0.9,+0.9
586,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,25,20.5,0,14,1,7.1,0.68,0.05,0.00,0.00,20.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5
587,Tom Davies,eng ENG,MF,Everton,eng Premier League,20,10.9,0,7,2,28.6,0.64,0.18,0.00,0.00,18.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
588,Steven Davis,nir NIR,MF,Southampton,eng Premier League,33,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
589,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,27,10.8,2,31,12,38.7,2.86,1.11,0.06,0.17,23.9,3,0,0,1.4,1.4,0.04,+0.6,+0.6
590,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,31,13.0,1,12,2,16.7,0.92,0.15,0.08,0.50,16.3,0,0,0,0.9,0.9,0.07,+0.1,+0.1
591,Sebastien De Maio,fr FRA,DF,Bologna,it Serie A,31,5.5,0,2,0,0.0,0.37,0.00,0.00,,10.1,0,0,0,0.2,0.2,0.12,-0.2,-0.2
592,Rodrigo De Paul,ar ARG,"MF,FW",Udinese,it Serie A,24,35.4,9,82,26,31.7,2.31,0.73,0.07,0.23,26.0,7,3,6,9.7,5.0,0.06,-0.7,+1.0
593,Daniele De Rossi,it ITA,MF,Roma,it Serie A,35,14.1,1,5,1,20.0,0.35,0.07,0.20,1.00,19.2,0,0,0,1.5,1.5,0.30,-0.5,-0.5
594,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,25,19.4,0,7,0,0.0,0.36,0.00,0.00,,25.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
595,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,30,26.8,2,29,9,31.0,1.08,0.34,0.07,0.22,13.7,0,0,0,2.8,2.8,0.10,-0.8,-0.8
596,Lucas Deaux,fr FRA,MF,Guingamp,fr Ligue 1,29,13.2,3,18,7,38.9,1.36,0.53,0.17,0.43,19.8,0,0,0,1.9,1.9,0.11,+1.1,+1.1
597,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,21.6,4,14,9,64.3,0.65,0.42,0.29,0.44,10.0,0,0,0,2.3,2.3,0.16,+1.7,+1.7
598,Troy Deeney,eng ENG,FW,Watford,eng Premier League,30,28.3,9,63,29,46.0,2.23,1.03,0.13,0.28,14.8,0,1,1,9.5,8.7,0.14,-0.5,-0.7
599,Jermain Defoe,eng ENG,FW,Bournemouth,eng Premier League,35,0.3,0,1,1,100.0,3.60,3.60,0.00,0.00,8.8,0,0,0,0.1,0.1,0.12,-0.1,-0.1
600,Steven Defour,be BEL,MF,Burnley,eng Premier League,30,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
601,Grégoire Defrel,mq MTQ,"FW,MF",Sampdoria,it Serie A,27,26.0,11,47,23,48.9,1.81,0.88,0.23,0.48,15.7,0,0,0,8.1,8.1,0.17,+2.9,+2.9
602,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,22,5.0,0,8,2,25.0,1.60,0.40,0.00,0.00,20.6,0,0,0,0.8,0.8,0.10,-0.8,-0.8
603,Alessandro Deiola,it ITA,"MF,FW",Parma,it Serie A,22,6.1,0,7,1,14.3,1.16,0.17,0.00,0.00,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
604,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,22,14.9,0,20,6,30.0,1.34,0.40,0.00,0.00,21.5,0,0,0,0.8,0.8,0.04,-0.8,-0.8
605,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,26,25.4,3,33,10,30.3,1.30,0.39,0.09,0.30,17.0,1,0,0,2.4,2.4,0.07,+0.6,+0.6
606,Moisés Delgado,es ESP,DF,Valladolid,es La Liga,24,3.0,0,2,0,0.0,0.67,0.00,0.00,,32.5,0,0,0,0.0,0.0,0.02,0.0,0.0
607,Cristian Dell'Orco,it ITA,DF,Empoli,it Serie A,24,11.5,1,4,1,25.0,0.35,0.09,0.25,1.00,11.0,0,0,0,0.8,0.8,0.19,+0.2,+0.2
608,Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,24,1.2,0,1,0,0.0,0.82,0.00,0.00,,11.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
609,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,26,34.6,14,116,33,28.4,3.35,0.95,0.09,0.33,20.2,5,3,3,15.2,12.8,0.11,-1.2,-1.8
610,Fabian Delph,eng ENG,DF,Manchester City,eng Premier League,28,8.1,0,4,3,75.0,0.50,0.37,0.00,0.00,27.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
611,Mousa Dembélé,be BEL,MF,Tottenham,eng Premier League,31,5.7,0,1,0,0.0,0.17,0.00,0.00,,27.5,0,0,0,0.0,0.0,0.03,0.0,0.0
612,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,22,22.4,15,88,37,42.0,3.93,1.65,0.16,0.38,12.9,1,1,2,17.1,15.5,0.18,-2.1,-1.5
613,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,es La Liga,21,18.5,8,39,17,43.6,2.11,0.92,0.21,0.47,16.5,0,0,0,3.8,3.8,0.10,+4.2,+4.2
614,Jessy Deminguet,fr FRA,MF,Caen,fr Ligue 1,20,14.1,0,7,1,14.3,0.50,0.07,0.00,0.00,25.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2
615,Merih Demiral,tr TUR,DF,Sassuolo,it Serie A,20,14.0,2,7,3,42.9,0.50,0.21,0.29,0.67,9.3,0,0,0,0.8,0.8,0.11,+1.2,+1.2
616,Kerem Demirbay,de GER,MF,Hoffenheim,de Bundesliga,25,22.4,4,59,16,27.1,2.63,0.71,0.07,0.25,23.2,4,0,0,4.5,4.5,0.08,-0.5,-0.5
617,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,26,22.8,0,10,3,30.0,0.44,0.13,0.00,0.00,21.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4
618,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,23,30.6,2,15,6,40.0,0.49,0.20,0.13,0.33,11.6,0,0,0,1.7,1.7,0.11,+0.3,+0.3
619,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,23,16.3,2,17,10,58.8,1.04,0.61,0.12,0.20,14.1,0,0,0,3.4,3.4,0.21,-1.4,-1.4
620,Fabio Depaoli,it ITA,DF,Chievo,it Serie A,21,27.4,0,12,3,25.0,0.44,0.11,0.00,0.00,16.1,0,0,0,1.5,1.5,0.13,-1.5,-1.5
621,Laurent Depoitre,be BEL,FW,Huddersfield,eng Premier League,29,11.9,0,30,6,20.0,2.53,0.51,0.00,0.00,12.9,0,0,0,2.5,2.5,0.08,-2.5,-2.5
622,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,23,4.9,4,28,9,32.1,5.71,1.84,0.14,0.44,14.0,0,0,0,2.3,2.3,0.08,+1.7,+1.7
623,Kiril Despodov,bg BUL,"FW,MF",Cagliari,it Serie A,21,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
624,Daniele Dessena,it ITA,MF,Cagliari,it Serie A,31,3.9,0,5,2,40.0,1.28,0.51,0.00,0.00,14.3,0,0,0,0.5,0.5,0.09,-0.5,-0.5
625,Mattia Destro,it ITA,FW,Bologna,it Serie A,27,5.5,4,12,7,58.3,2.19,1.28,0.33,0.57,11.3,0,0,0,2.4,2.4,0.20,+1.6,+1.6
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
626,Gerard Deulofeu,es ESP,"FW,MF",Watford,eng Premier League,24,23.0,10,60,22,36.7,2.61,0.96,0.17,0.45,16.9,6,0,0,8.0,8.0,0.13,+2.0,+2.0
627,Jacopo Dezi,it ITA,MF,Parma,it Serie A,26,1.0,0,2,1,50.0,2.00,1.00,0.00,0.00,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
628,Federico Di Francesco,it ITA,"FW,MF",Sassuolo,it Serie A,24,11.9,2,25,11,44.0,2.09,0.92,0.08,0.18,15.7,0,0,0,3.2,3.2,0.13,-1.2,-1.2
629,Antonio Di Gaudio,it ITA,FW,Parma,it Serie A,28,7.8,0,13,2,15.4,1.67,0.26,0.00,0.00,16.6,0,0,0,1.4,1.4,0.11,-1.4,-1.4
630,Giovanni Di Lorenzo,it ITA,"DF,FW",Empoli,it Serie A,24,37.0,5,21,9,42.9,0.57,0.24,0.24,0.56,13.2,0,0,0,3.6,3.3,0.16,+1.4,+1.7
631,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,30,25.8,12,97,30,30.9,3.76,1.16,0.12,0.40,19.6,9,0,0,8.7,8.7,0.09,+3.3,+3.3
632,Franco Di Santo,ar ARG,FW,Rayo Vallecano,es La Liga,29,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
633,Franco Di Santo,ar ARG,"MF,FW",Schalke 04,de Bundesliga,29,2.7,0,3,1,33.3,1.10,0.37,0.00,0.00,15.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2
634,Boulaye Dia,sn SEN,FW,Reims,fr Ligue 1,21,8.3,3,20,9,45.0,2.41,1.08,0.15,0.33,14.3,0,0,0,3.7,3.7,0.18,-0.7,-0.7
635,Fousseni Diabaté,ml MLI,FW,Leicester City,eng Premier League,22,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
636,Moussa Diaby,fr FRA,"MF,DF",Paris S-G,fr Ligue 1,19,12.7,2,23,7,30.4,1.81,0.55,0.09,0.29,17.7,0,0,0,2.2,2.2,0.10,-0.2,-0.2
637,Adama Diakhaby,fr FRA,"FW,MF",Huddersfield,eng Premier League,22,6.1,0,7,3,42.9,1.14,0.49,0.00,0.00,19.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6
638,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,21,17.6,2,11,4,36.4,0.63,0.23,0.18,0.50,8.7,0,0,0,1.3,1.3,0.12,+0.7,+0.7
639,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,17,7.0,1,1,1,100.0,0.14,0.14,1.00,1.00,16.6,0,0,0,0.1,0.1,0.06,+0.9,+0.9
640,Abdou Diallo,sn SEN,DF,Dortmund,de Bundesliga,22,26.4,1,10,4,40.0,0.38,0.15,0.10,0.25,8.1,0,0,0,1.6,1.6,0.26,-0.6,-0.6
641,Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,26,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
642,Mustapha Diallo,sn SEN,MF,Nîmes,fr Ligue 1,32,5.1,0,6,0,0.0,1.19,0.00,0.00,,18.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4
643,Mohamed Diamé,sn SEN,MF,Newcastle Utd,eng Premier League,31,24.1,0,20,3,15.0,0.83,0.12,0.00,0.00,23.5,0,0,0,1.0,1.0,0.05,-1.0,-1.0
644,Grady Diangana,eng ENG,"MF,FW",West Ham,eng Premier League,20,6.8,0,10,3,30.0,1.48,0.44,0.00,0.00,16.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5
645,Lassana Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,33,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
646,Amadou Diawara,gn GUI,MF,Napoli,it Serie A,21,7.3,0,10,1,10.0,1.36,0.14,0.00,0.00,24.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
647,Brahim Díaz,es ESP,FW,Real Madrid,es La Liga,18,4.2,1,7,5,71.4,1.68,1.20,0.14,0.20,12.5,0,0,0,1.2,1.2,0.17,-0.2,-0.2
648,Javier Díaz,es ESP,GK,Sevilla,es La Liga,21,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
649,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,28,32.7,1,11,2,18.2,0.34,0.06,0.09,0.50,17.3,0,0,0,1.3,1.3,0.12,-0.3,-0.3
650,Lorenzo Dickmann,it ITA,"DF,MF",SPAL,it Serie A,21,1.9,0,1,0,0.0,0.51,0.00,0.00,,3.3,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
651,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,28,10.6,2,24,9,37.5,2.26,0.85,0.08,0.22,20.6,2,0,0,1.9,1.9,0.08,+0.1,+0.1
652,Étienne Didot,fr FRA,MF,Guingamp,fr Ligue 1,35,23.4,1,24,2,8.3,1.03,0.09,0.04,0.50,26.9,1,0,0,0.8,0.8,0.03,+0.2,+0.2
653,Adrián Diéguez,es ESP,DF,Huesca,es La Liga,22,8.3,0,1,1,100.0,0.12,0.12,0.00,0.00,5.4,0,0,0,0.1,0.1,0.13,-0.1,-0.1
654,Eric Dier,eng ENG,"MF,DF",Tottenham,eng Premier League,24,16.7,3,9,3,33.3,0.54,0.18,0.33,1.00,12.0,0,0,0,1.0,1.0,0.11,+2.0,+2.0
655,Tim Dierßen,de GER,MF,Hannover 96,de Bundesliga,22,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
656,Lucas Digne,fr FRA,DF,Everton,eng Premier League,25,32.9,4,34,10,29.4,1.03,0.30,0.12,0.40,25.0,11,0,0,1.3,1.3,0.04,+2.7,+2.7
657,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,25,22.5,1,9,4,44.4,0.40,0.18,0.11,0.25,21.6,0,0,0,0.4,0.4,0.04,+0.6,+0.6
658,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,de Bundesliga,20,10.0,2,11,5,45.5,1.10,0.50,0.18,0.40,19.9,0,0,0,0.5,0.5,0.04,+1.5,+1.5
659,Federico Dimarco,it ITA,"DF,MF",Parma,it Serie A,20,9.9,1,13,3,23.1,1.31,0.30,0.08,0.33,22.2,0,0,0,0.5,0.5,0.03,+0.5,+0.5
660,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,24,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
661,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,27,14.9,1,8,3,37.5,0.54,0.20,0.13,0.33,20.4,0,0,0,0.4,0.4,0.05,+0.6,+0.6
662,Ismaël Diomandé,ci CIV,"MF,DF",Caen,fr Ligue 1,25,14.4,0,9,0,0.0,0.63,0.00,0.00,,32.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2
663,Federico Dionisi,it ITA,"FW,MF",Frosinone,it Serie A,31,2.3,1,11,3,27.3,4.85,1.32,0.09,0.33,17.8,0,0,0,1.0,1.0,0.09,0.0,0.0
664,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,25,17.7,5,39,18,46.2,2.21,1.02,0.13,0.28,11.4,0,0,0,8.1,8.1,0.21,-3.1,-3.1
665,Issa Diop,fr FRA,DF,West Ham,eng Premier League,21,33.0,1,12,4,33.3,0.36,0.12,0.08,0.25,10.1,0,0,0,1.2,1.2,0.10,-0.2,-0.2
666,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,32,26.1,1,36,5,13.9,1.38,0.19,0.03,0.20,17.5,0,0,0,2.5,2.5,0.07,-1.5,-1.5
667,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,18,8.2,0,10,2,20.0,1.21,0.24,0.00,0.00,22.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6
668,Assane Dioussé,sn SEN,MF,Chievo,it Serie A,20,9.9,0,7,2,28.6,0.71,0.20,0.00,0.00,30.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2
669,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,20,2.4,0,2,0,0.0,0.83,0.00,0.00,,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0
670,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
671,Djené,tg TOG,DF,Getafe,es La Liga,26,33.1,0,12,1,8.3,0.36,0.03,0.00,0.00,15.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7
672,Koffi Djidji,ci CIV,DF,Torino,it Serie A,25,15.4,0,2,1,50.0,0.13,0.06,0.00,0.00,30.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
673,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,25,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
